GRAPH,NODE DISTANCE,Node,DATE,CLASS,THEMES,P_VALUE,DOCSENTIMENT,SENTIMENT,FINANCIALSENTIMENT,IMPACT,SALIENCY_V1,CONFIDENCE
Goldman Sachs Group Inc,1,Agco Corp,2/7/22,Disruption,"
  Analyst Downgrade,
  Supply Chain,
  Coronavirus,
  SASB Materials Sourcing & Efficiency,
  Earnings
",0.058824,0.196784854,-0.111253843,-0.966263354,0.67237556,0.711028397,0.503193081
Morgan Stanley International Holdings Inc,1,Norfolk Southern Corp,2/16/22,Dispute,"
  Gov and Politics
",0.058824,0.028637333,-0.003215554,0,0.640960932,0.526702344,0.540161061
Morgan Stanley International Holdings Inc,2,Sandp Global Inc,3/21/22,Litigation,"
  Merger and Acquisition
",0,-0.072001301,-0.326449156,0,0.792200983,0.608683169,0.573465424
Pepsico Inc,1,Barclays Plc,3/6/22,Arrest,"
  Banking
",0.176471,-0.049670834,-0.029689614,-0.469894052,0.653419018,0.698049128,0.51024852
Microsoft Corp,2,Barclays Plc,1/30/22,Arrest,"
  Banking
",0.294118,0.026821951,-0.267246425,,0.791420698,0.715994418,0.470626104
Coca-Cola Company,2,Atandt Inc,2/20/22,Setback,"
  Telecom,
  Government
",0.176471,-0.092992306,-0.231263623,,0.649292588,0.583472371,0.555508983
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,1/28/22,Fraud,"
  SASB Materials Sourcing & Efficiency,
  Credit Change,
  Supply Chain
",0.058824,0.222724095,-0.32232967,0,0.792344153,0.541275978,0.805345904
Microsoft Corp,2,Dell Inc,3/11/22,Breach,"
  Supply Chain,
  Cyber Security,
  Cyber Crime
",0.294118,0.159792587,0.112012833,,0.910558462,0.899555683,0.487197447
Microsoft Corp,2,Nvidia Corp,2/26/22,Sanctions,"
  Cyber Crime
",0.058824,-0.012946666,-0.192675665,-0.886120617,0.922256827,0.914592445,0.472033588
Microsoft Corp,2,Nvidia Corp,2/26/22,Hack,"
  Cyber Crime
",0.058824,-0.012946666,-0.192675665,-0.886120617,0.922256827,0.914592445,0.472033588
Goldman Sachs Group Inc,2,Google,1/19/22,Disruption,"
  Joint Venture / Parthership
",0.058824,-0.142155007,-0.215219483,-0.698525548,0.884573102,0.961021781,0.507623786
Morgan Stanley International Holdings Inc,2,Anthem Inc,1/30/22,Dispute,"
  Cancer,
  Lawsuit
",0,0.010738983,0.01159233,,0.800299287,0.84446007,0.495185884
Pepsico Inc,1,Sandp Global Inc,2/25/22,Investigation,"
  Merger and Acquisition
",0.235294,0.191469997,-0.096844427,,0.659947574,0.77141273,0.50680251
Goldman Sachs Group Inc,1,Berkshire Hathaway Inc,2/16/22,Tax Evasion,"
  Cybercurrency,
  Blockchain
",0.117647,-0.024267858,0,,0.758710444,0.577340305,0.542918493
Goldman Sachs Group Inc,1,Didi Global Inc,3/11/22,Investigation,"
  IPO ICO
",0,-0.021980001,-0.255463451,-0.947464049,0.710593998,0.949462116,0.503425874
Microsoft Corp,3,Sunpower Corp,3/15/22,Litigation,"
  Lawsuit
",0.117647,0.167924389,-0.031218514,-0.256093353,0.777418971,0.632799983,0.600596286
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,1/28/22,Breach,"
  Payment Default,
  Credit Change,
  Default,
  Merger and Acquisition
",0.117647,0.182412073,-0.275380522,0,0.796962917,0.613160193,0.776636458
Alphabet Inc,2,Walmart Inc,2/25/22,Wire Fraud,"
  Fraud,
  Disruptive Event
",0.058824,-0.300644994,-0.310766846,,0.838608325,0.909044206,0.500737194
Microsoft Corp,1,Google,3/4/22,Disruption,"
  Supply Chain,
  Merger and Acquisition,
  SASB Materials Sourcing & Efficiency
",0.058824,0.106580555,0.262133747,,0.665895522,0.674727142,0.574397706
Alphabet Inc,3,Sunpower Corp,2/18/22,Litigation,"
  Lawsuit
",0.058824,0.009466667,-0.243635133,-0.319695413,0.757624269,0.90847373,0.602295229
Microsoft Corp,1,Symantec Corp,1/31/22,Investigation,"
  e-Commerce,
  Coronavirus
",0.176471,0.156668007,0.005331677,0,0.575169504,0.66300261,0.559828147
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,2/18/22,Fraud,"
  Debt Offering,
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Credit Change
",0.294118,0.133675858,-0.301011384,0,0.608559668,0.512827575,0.76375787
Microsoft Corp,2,Solarwinds Inc,1/13/22,Breach,"
  Cyber Security,
  Cyber Crime
",0.058824,0.04438182,-0.240931824,,0.833501041,0.962912083,0.50876933
Alphabet Inc,1,Verizon Communications Inc,1/1/22,Investigation,"
  Aviation
",0.117647,0.017626315,-0.280241847,,0.826392293,0.877328396,0.508028484
Coca-Cola Company,1,Chevron Corp,3/1/22,Disruption,"
  Employee Relations,
  Worker Strike,
  Oil
",0.058824,-0.062650003,-0.114191227,,0.681607783,0.872512281,0.573457629
Goldman Sachs Group Inc,3,Cummins Inc,2/28/22,Breach,"
  Merger and Acquisition
",0.117647,0.032266665,-0.224363476,0,0.705076635,0.542060971,0.599120532
Pepsico Inc,1,Goldman Sachs Group Inc,2/12/22,Reorganization,"
  SASB Materials Sourcing & Efficiency,
  Debt Offering,
  Banking
",0.058824,0.19224824,-0.07211151,0,0.852520406,0.609210432,0.594331133
Goldman Sachs Group Inc,2,Sun Pharmaceutical Industries Inc,3/23/22,Dispute,"
  SASB Business Ethics,
  Merger and Acquisition,
  Lawsuit
",0,-0.005226667,-0.261027664,-0.569849908,0.692109704,0.943379939,0.527224765
Pepsico Inc,1,Bank Of America Corp,1/7/22,Bankruptcy,"
  Banking,
  SASB Systemic Risk Management,
  Economic Activity
",0.235294,0.04124976,0.014896468,-0.031665161,0.928138196,0.806634963,0.506714509
Goldman Sachs Group Inc,3,Linkedin Corp,3/27/22,Investigation,"
  Supply Chain,
  Artificial Intelligence,
  SASB Materials Sourcing & Efficiency
",0.133333,0.030654939,-0.134293899,0.240435287,0.966043115,0.807959557,0.498067834
Alphabet Inc,1,Nasdaq Inc,1/9/22,Investigation,"
  Lawsuit,
  Merger and Acquisition
",0.058824,0.114696078,-0.008829151,-0.422697783,0.612359524,0.711379051,0.534140384
Microsoft Corp,2,Solarwinds Inc,3/31/22,Hack,"
  Cyber Crime,
  Cyber Security
",0.1,-0.149234489,-0.197861224,-0.94214493,0.828726768,0.819457769,0.493575566
Alphabet Inc,3,Chesapeake Energy Corp,2/24/22,Bankruptcy,"
  Oil,
  Bankruptcy
",0.176471,0.203082144,0.003001779,0.335449636,0.604518473,0.834585369,0.510716106
Goldman Sachs Group Inc,1,Totalenergies Se,3/15/22,Interruption,"
  SASB Energy Management,
  Oil,
  Energy Management
",0.058824,0.036684614,-0.229984865,,0.688547373,0.782182336,0.402054265
Coca-Cola Company,1,Kraft Heinz Co,1/17/22,Investigation,"
  Joint Venture / Parthership
",0.117647,0.142430156,0.042160299,,0.762085676,0.725349069,0.446626505
Morgan Stanley International Holdings Inc,2,Morningstar Inc,3/16/22,Investigation,"
  Drugs
",0.058824,-0.243467763,-0.28326875,,0.721633554,0.523148775,0.529231909
Coca-Cola Company,1,Chevron Corp,2/16/22,Investigation,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0.176471,0.253631592,0.099220872,0,0.779895484,0.815613031,0.398799854
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,2/1/22,Breach,"
  Coronavirus,
  Credit Change
",0.294118,0.144221589,-0.327094942,-0.06234685,0.762298763,0.597278833,0.776636458
Goldman Sachs Group Inc,1,Bank Of America Corp,2/20/22,Investigation,"
  Banking,
  Money Laundering
",0.058824,-0.069834247,-0.201039121,,0.744751215,0.693745911,0.489394607
Pepsico Inc,1,Bank Of America Corp,2/20/22,Money Laundering,"
  Banking,
  Money Laundering
",0.058824,-0.069834247,-0.201039121,,0.744751215,0.693745911,0.489394607
Coca-Cola Company,2,Home Depot Inc,1/11/22,Investigation,"
  Violent Action
",0.058824,-0.178466663,-0.258437604,,0.850188136,0.984048367,0.477364011
Microsoft Corp,1,Vmware Inc,3/15/22,Disruption,"
  Cyber Security
",0.176471,0.319091678,0.101627223,,0.617335558,0.742414713,0.482558593
Goldman Sachs Group Inc,1,Jp Morgan Chase And Co,3/6/22,Sanctions,"
  Blockchain,
  Banking,
  Cybercurrency,
  SASB Supply Chain Management
",0.235294,-0.118430004,-0.23339124,0,0.808891714,0.912915468,0.59968655
Morgan Stanley International Holdings Inc,2,Coinbase Global Inc,3/4/22,Sanctions,"
  Cybercurrency,
  Blockchain
",0.058824,-0.167435288,-0.259745926,,0.726154447,0.88872081,0.59716353
Goldman Sachs Group Inc,2,Moodys Corp /De/,1/5/22,Downgrade,"
  Banking,
  Credit Change,
  Merger and Acquisition
",0.176471,0.137402669,-0.264607996,0.192262366,0.824736238,0.621769547,0.624209355
Goldman Sachs Group Inc,2,Moodys Corp /De/,3/2/22,Reorganization,"
  Banking,
  Credit Change
",0.176471,0.125990987,-0.281525105,-0.085357942,0.672971427,0.628550172,0.776691264
Microsoft Corp,1,Oracle Corp,3/6/22,Disruption,"
  Supply Chain,
  SASB Materials Sourcing & Efficiency,
  Merger and Acquisition
",0.176471,0.170178086,0.002505668,,0.675479829,0.67338413,0.598356009
Coca-Cola Company,1,Commonwealth Bank Of Australia,2/8/22,Disruption,"
  Banking,
  Education
",0.117647,0.494457155,0.289644539,,0.711684406,0.939300597,0.509920632
Goldman Sachs Group Inc,1,Bright Health Inc,2/14/22,Investigation,"
  IPO ICO,
  Earnings
",0.176471,0.081178002,-0.020569,0,0.80026567,0.820875406,0.91144044
Alphabet Inc,2,Allstate Corp,3/12/22,Litigation,"
  SASB Business Ethics
",0.235294,0.459835559,0.227678493,0.562447548,0.79649502,0.687999427,0.499830009
Morgan Stanley International Holdings Inc,1,Citigroup Inc,1/13/22,Investigation,"
  Banking,
  Bankruptcy,
  Fraud,
  SASB Labor Practices,
  Lawsuit,
  Merger and Acquisition,
  SASB Business Ethics
",0.294118,0.011969388,-0.237041488,-0.416265726,0.819222033,0.886854649,0.522934359
Coca-Cola Company,1,Citigroup Inc,1/13/22,Fraud,"
  Banking,
  Bankruptcy,
  Fraud,
  SASB Labor Practices,
  Lawsuit,
  Merger and Acquisition,
  SASB Business Ethics
",0.294118,0.011969388,-0.237041488,-0.416265726,0.819222033,0.886854649,0.522934359
Goldman Sachs Group Inc,1,Reata Pharmaceuticals Inc,2/27/22,Clinical Trial,"
  SASB Product Quality & Safety
",0.058824,-0.055302858,0.079299137,,0.577741027,0.759297967,0.55689067
Alphabet Inc,2,Nrg Energy,3/28/22,Disruption,"
  Merger and Acquisition
",0.133333,0.3231875,-0.0187613,0.674545765,0.795043051,0.952718198,0.507801567
Microsoft Corp,3,Sunpower Corp,3/6/22,Litigation,"
  Merger and Acquisition,
  Lawsuit
",0.117647,-0.018333847,-0.165714085,-0.639390826,0.832536697,0.747378588,0.506335396
Microsoft Corp,1,Verizon Communications Inc,1/1/22,Investigation,"
  Aviation
",0.117647,0.007864,-0.220726416,,0.820516586,0.822298646,0.590168658
Coca-Cola Company,2,Visa Inc,3/5/22,Sanctions,"
  Banking,
  Sanctions
",0.176471,0.023675,-0.110094897,,0.779809237,0.870205462,0.495136098
Coca-Cola Company,1,Deutsche Bank,1/28/22,Wire Fraud,"
  Banking
",0.235294,-0.135677785,-0.161743805,,0.814302087,0.738796353,0.511288996
Goldman Sachs Group Inc,1,Bright Health Inc,1/14/22,Litigation,"
  Lawsuit
",0,0.117550001,-0.026931375,0,0.659578085,0.719496906,0.784499748
Morgan Stanley International Holdings Inc,1,Barclays Plc,3/12/22,Sanctions,"
  Banking
",0.117647,0.109858334,-0.281836361,-0.790159464,0.709761798,0.855410933,0.597033982
Goldman Sachs Group Inc,2,News Corp,2/4/22,Investigation,"
  Cyber Security,
  Cyber Crime
",0.294118,0.017715385,-0.165274858,,0.833924472,0.989902556,0.51926718
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,1/16/22,Fraud,"
  Credit Change,
  Supply Chain,
  Analyst Downgrade,
  Banking,
  SASB Materials Sourcing & Efficiency
",0,0.175011113,-0.244896889,0.051263969,0.936564207,0.566733778,0.76375787
Pepsico Inc,1,Atandt Inc,1/19/22,Disruption,"
  Presidential Transition,
  Supply Chain,
  Aviation,
  SASB Materials Sourcing & Efficiency
",0.294118,0.041645285,-0.205972552,,0.726838827,0.854091763,0.555167259
Microsoft Corp,3,Citrix Systems Inc,1/7/22,Corporate Fraud,"
  Merger and Acquisition
",0.294118,-0.046676923,0.158271983,,0.70067817,0.57714361,0.581765959
Coca-Cola Company,2,Wells Fargo And Company,3/16/22,Fraud,"
  Banking
",0.058824,0.052113045,-0.064313948,-0.916548193,0.781432033,0.727087915,0.511221985
Microsoft Corp,2,Nvidia Corp,2/27/22,Interruption,"
  Government
",0.117647,-0.098229997,-0.30388087,0,0.831468463,0.879516244,0.496197824
Goldman Sachs Group Inc,1,Reata Pharmaceuticals Inc,1/23/22,Litigation,"
  Lawsuit,
  Accounting Error,
  IPO ICO
",0,-0.018629033,0.023830734,0,0.656168222,0.787934542,0.511880811
Microsoft Corp,2,Pfizer Inc,1/25/22,Clinical Trial,"
  Coronavirus
",0.294118,-0.018975001,0.486675978,,0.682518065,0.956367493,0.558486115
Pepsico Inc,1,General Electric Company,1/15/22,Litigation,"
  SASB Employee Health & Safety,
  Coronavirus,
  Government
",0.235294,0.073311538,0.016922252,,0.633457065,0.616162658,0.600114544
Alphabet Inc,3,Sunpower Corp,3/22/22,Investigation,"
  Lawsuit,
  Merger and Acquisition
",0.058824,0.000698571,-0.004630974,-0.639390826,0.809458375,0.72097975,0.504633479
Alphabet Inc,1,Atandt Inc,1/2/22,Investigation,"
  Aviation
",0.117647,0.060723528,-0.240605429,,0.823628545,0.703261256,0.555555219
Microsoft Corp,1,Atandt Inc,1/2/22,Investigation,"
  Aviation
",0.117647,0.060723528,-0.240605429,,0.823628545,0.703261256,0.555555219
Goldman Sachs Group Inc,2,United Therapeutics Corp,1/21/22,Clinical Trial,"
  Supply Chain
",0.176471,0.258253664,0.350660503,,0.76048106,0.9305951,0.612144047
Alphabet Inc,1,Amazon Com Inc,1/16/22,Investigation,"
  Supply Chain,
  Disruptive Event,
  Natural Disaster,
  SASB Materials Sourcing & Efficiency
",0.058824,-0.110545456,-0.298996747,,0.865097761,0.92589277,0.590277691
Morgan Stanley International Holdings Inc,1,Hertz Global Holdings Inc,3/9/22,Bankruptcy,"
  Coronavirus,
  Bankruptcy,
  Earnings
",0,0.081487097,0.048626326,-0.221937835,0.762285888,0.824229538,0.605745393
Goldman Sachs Group Inc,1,Reata Pharmaceuticals Inc,1/7/22,Corporate Fraud,"
  Fraud
",0,-0.032207999,-0.093327984,,0.701824129,0.547608912,0.553353122
Alphabet Inc,1,Bank Of New York Mellon Corp,1/25/22,Fraud,"
  Banking
",0.117647,0.242026806,0.226066336,0,0.739866376,0.602220297,0.589594414
Goldman Sachs Group Inc,2,News Corp,2/4/22,Investigation,"
  Cyber Security,
  Cyber Crime
",0.235294,0.017715385,-0.165274858,,0.833924472,0.989902556,0.51926718
Pepsico Inc,2,Visa Inc,3/5/22,Sanctions,"
  Corporate Relocation,
  Banking
",0.294118,-0.175349995,-0.222899243,-0.516889334,0.817483962,0.968883455,0.466791446
Pepsico Inc,1,Visa Inc,3/5/22,Sanctions,"
  Corporate Relocation,
  Banking
",0.294118,-0.175349995,-0.222899243,-0.516889334,0.817483962,0.968883455,0.466791446
Pepsico Inc,2,Visa Inc,3/5/22,Disruption,"
  Banking,
  Presidential Transition,
  Government,
  Economic Activity
",0.294118,-0.020932,-0.088468015,-0.809705436,0.72696954,0.96089083,0.602309166
Microsoft Corp,1,Symantec Corp,2/25/22,Sanctions,"
  Cyber Crime,
  Cyber Security
",0.117647,-0.100423813,-0.226985335,0,0.819367826,0.912746847,0.509922816
Goldman Sachs Group Inc,1,Altice,3/13/22,Money Laundering,"
  Money Laundering,
  Fraud
",0.058824,0.028345455,0.007968934,,0.829458058,0.915011525,0.532286292
Coca-Cola Company,1,Nestle Sa Cham Et Ve,3/23/22,Breach,"
  Cyber Crime,
  Cyber Security
",0.235294,-0.093561761,-0.22782886,-0.844839215,0.83282119,0.970703185,0.487505466
Alphabet Inc,3,Deutsche Bank,3/11/22,Sanctions,"
  SASB Business Ethics,
  Banking
",0.294118,0.021135714,-0.263676256,,0.854820669,0.9285115,0.539399928
Alphabet Inc,1,Verizon Communications Inc,1/1/22,Disruption,"
  Aviation,
  Government,
  Telecom
",0.294118,0.026917074,-0.301580817,,0.697553754,0.807576239,0.601801694
Goldman Sachs Group Inc,1,Sea Ltd,3/11/22,Investigation,"
  e-Commerce
",0.117647,0.064499997,-0.338110268,-0.624868631,0.892700374,0.974600792,0.574344318
Goldman Sachs Group Inc,3,Energy Transfer Lp  1,2/2/22,Investigation,"
  Oil,
  Disruptive Event
",0.176471,-0.032256521,-0.159020841,,0.781570375,0.788178325,0.583141584
Coca-Cola Company,2,The Toronto-Dominion Bank,1/22/22,Setback,"
  Banking
",0.058824,0.099580884,-0.137430057,0,0.562263429,0.615683258,0.839339385
Morgan Stanley International Holdings Inc,3,Contl Ag Bearer Shs,1/18/22,Bankruptcy,"
  Bankruptcy
",0.294118,0.195781812,0.050922636,0,0.660835028,0.876471579,0.513736112
Morgan Stanley International Holdings Inc,1,Bank Of New York Mellon Corp,3/28/22,Breach,"
  Lawsuit,
  Banking,
  SASB Supply Chain Management
",0.133333,0.005343333,-0.15658769,,0.705367327,0.909119606,0.499472814
Goldman Sachs Group Inc,2,Chase Corp,1/6/22,Breach,"
  Bankruptcy,
  Corporate Restructuring,
  Banking
",0.117647,0.049268749,-0.296456397,0.137849763,0.612751245,0.600553632,0.495652584
Goldman Sachs Group Inc,3,Gilead Sciences Inc,3/1/22,Clinical Trial,"
  Cancer
",0.235294,-0.005170968,0.17192094,,0.643529236,0.73535639,0.574624123
Microsoft Corp,1,Linkedin Corp,3/18/22,Ransomware Attack,"
  Artificial Intelligence,
  Cyber Security,
  Cyber Crime
",0.294118,-0.037319232,-0.416160911,,0.779726088,0.723997474,0.350688883
Microsoft Corp,1,Linkedin Corp,3/18/22,Data Breach,"
  Artificial Intelligence,
  Cyber Security,
  Cyber Crime
",0.294118,-0.037319232,-0.416160911,,0.779726088,0.723997474,0.350688883
Coca-Cola Company,1,Linkedin Corp,3/18/22,Data Breach,"
  Artificial Intelligence,
  Cyber Security,
  Cyber Crime
",0.294118,-0.037319232,-0.416160911,,0.779726088,0.723997474,0.350688883
Coca-Cola Company,2,Sunedison Inc,1/12/22,Bankruptcy,"
  Bankruptcy,
  Lending,
  Default,
  Payment Default,
  Corporate Restructuring,
  Banking
",0,-0.173022225,-0.291306347,-0.862158298,0.672396064,0.929259837,0.510266611
Coca-Cola Company,1,Commonwealth Bank Of Australia,1/2/22,Money Laundering,"
  Banking
",0,-0.230553851,-0.372811586,,0.83253938,0.923068881,0.509087422
Goldman Sachs Group Inc,1,Morgan Stanley International Holdings Inc,3/20/22,Litigation,"
  Banking
",0.235294,0.116544448,-0.013042555,0,0.790920913,0.704024434,0.600315467
Microsoft Corp,1,Cisco Systems Inc,3/20/22,Investigation,"
  Coronavirus,
  Earnings,
  Gov and Politics
",0.176471,0.155025005,0.461800307,,0.712140381,0.638220787,0.527802313
Goldman Sachs Group Inc,2,Google,2/4/22,Manipulation,"
  IPO ICO,
  Cybercurrency,
  Supply Chain,
  SASB Materials Sourcing & Efficiency,
  Blockchain
",0.058824,0.035156831,-0.132503524,0,0.954628587,0.700313151,0.510010164
Coca-Cola Company,1,Us Foods Holding Corp,2/15/22,Investigation,"
  Merger and Acquisition
",0,0.217191234,0,,0.547458112,0.649625719,0.563037119
Pepsico Inc,1,Kellogg Company,2/11/22,Disruption,"
  SASB Materials Sourcing & Efficiency,
  Analyst Downgrade,
  Supply Chain
",0.176471,0.130799994,-0.072777882,0.926186979,0.672623038,0.905632675,0.586278696
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,3/4/22,Fraud,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Credit Change
",0.235294,0.143283337,-0.299495399,-0.137437299,0.607349873,0.626364112,0.705426548
Coca-Cola Company,3,Mizuho Financial Group Inc,1/11/22,Disruption,"
  Banking
",0.176471,0.058066666,-0.278625697,,0.790994585,0.88716954,0.597675555
Pepsico Inc,3,Atandt Inc,1/30/22,Dispute,"
  Aviation
",0.117647,-0.057128001,-0.127128288,,0.672658682,0.807021022,0.55612016
Goldman Sachs Group Inc,1,Bright Health Inc,1/18/22,Litigation,"
  Coronavirus,
  IPO ICO
",0.117647,0.148663998,-0.127441257,-0.528257549,0.78559953,0.967662215,0.790389251
Microsoft Corp,3,Sunpower Corp,3/13/22,Litigation,"
  Lawsuit
",0.058824,0.102519512,-0.091216095,-0.256093353,0.769377112,0.6796031,0.510410031
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,1/10/22,Breach,"
  Credit Change,
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Default,
  Payment Default,
  Merger and Acquisition
",0.235294,0.174087495,-0.262667209,0.0649992,0.829078257,0.528191566,0.634967639
Morgan Stanley International Holdings Inc,1,Credit Suisse Group,2/20/22,Setback,"
  Banking,
  Human Trafficking,
  Money Laundering
",0.176471,-0.190084994,-0.129567593,,0.820584774,0.849115849,0.600628322
Microsoft Corp,1,Mcafee Inc,1/26/22,Removal,"
  Cyber Security,
  Cyber Crime
",0.176471,0.250121504,0.206884012,,0.772803009,0.661055744,0.478800427
Microsoft Corp,2,Ingram Micro Inc,3/10/22,Ransomware Attack,"
  Cyber Security
",0.235294,0.5995,0.27635631,0.894402981,0.831573367,0.972171068,0.597753214
Morgan Stanley International Holdings Inc,1,Credit Suisse Group,1/30/22,Removal,"
  Banking
",0,0.184799999,-0.274692208,0,0.782514274,0.933843374,0.509823251
Pepsico Inc,1,Citigroup Financial Products Inc,3/3/22,Bankruptcy,"
  SASB Management of the Legal & Regulatory Environment,
  Default,
  Coronavirus,
  Earnings,
  SASB Materials Sourcing & Efficiency,
  Debt Offering,
  Bankruptcy,
  Banking,
  Liquidity,
  SASB Business Ethics,
  Employee Relations,
  Supply Chain,
  Dividend,
  Economic Activity,
  Joint Venture / Parthership,
  Payment Default,
  Merger and Acquisition,
  Federal Reserve Action,
  Stock Split
",0,0.19821316,,,0.625182211,0.601100028,0.598492787
