GRAPH,STARTING_NODE,ENDING_NODE,CLASS,DOCCOUNT
Goldman Sachs Group Inc,Citigroup Inc,Facebook Inc,Hacking,12
Microsoft Corp,Hsbc Holdings Plc,Citigroup Inc,Bank Fraud,4
Goldman Sachs Group Inc,Mastercard Inc,Amazon Com Inc,Hacking,4
Pepsico Inc,Morgan Stanley International Holdings Inc,Eaton Vance Corp,Sanctions,24
Alphabet Inc,Exelixis Inc,Daiichi Sankyo Co Ltd,Clinical Trial,21
Microsoft Corp,Thomson Reuters Corp,London Stock Exchange Group Plc,Sanctions,18
Pepsico Inc,Citigroup Inc,Hsbc Holdings Plc,Bank Fraud,4
Verizon Communications Inc,Adobe Inc,Altaba Inc,Ddos Attack,18
Jp Morgan Chase And Co,Lockheed Martin Corp,Boeing Company,Hack,6
Microsoft Corp,Talos Energy Inc,Enven Energy Corp,Corporate Misconduct,21
Verizon Communications Inc,Teva Pharmaceutical Industries Ltd,Allergan Plc,Sanctions,3
Microsoft Corp,Nasdaq Inc,Evolus Inc,Corporate Misconduct,3
Microsoft Corp,Intercontinental Exchange,Thomson Reuters Corp,Wire Fraud,4
Goldman Sachs Group Inc,Raymond James Financial Inc,Tristate Capital Holdings Inc,Accounting Fraud,5
Alphabet Inc,Altaba Inc,Equifax Inc,Bank Fraud,12
Pepsico Inc,Merck And Co Inc,Abbvie Inc,Clinical Trial,32
Goldman Sachs Group Inc,Facebook Inc,Marriott International Inc /Md/,Ddos Attack,4
Verizon Communications Inc,Facebook Inc,Marriott International Inc /Md/,Ddos Attack,4
Pepsico Inc,Jp Morgan Chase And Co,Chase Corp,Ddos Attack,4
Pepsico Inc,Halliburton Company,Weatherford International Plc,Sanctions,108
Goldman Sachs Group Inc,First Choice Bancorp,Enterprise Financial Services Corp,Anti-Trust Violation,6
Jp Morgan Chase And Co,Veoneer Inc,Magna International Inc,Anti-Trust Violation,8
Goldman Sachs Group Inc,Uber Technologies Inc,Apple Inc,Criminal Investigation,8
Goldman Sachs Group Inc,Uber Technologies Inc,Facebook Inc,Civil Lawsuit,8
Goldman Sachs Group Inc,Pgande Corp,Pacific Gas And Electric Co,Legal Dispute,3
Jp Morgan Chase And Co,Jp Morgan Chase And Co,Royal Bank Of Canada,Sanctions,6
Microsoft Corp,Intercontinental Exchange,Occidental Petroleum Corp,Sanctions,4
Morgan Stanley International Holdings Inc,Kroger Company,Jp Morgan Chase And Co,Hacking,6
Alphabet Inc,Pavmed Inc,Lucid Inc,Clinical Trial,18
Jp Morgan Chase And Co,American Airlines Group Inc,Sabre Corp,Hack,54
Goldman Sachs Group Inc,American Airlines Group Inc,Sabre Corp,Hacking,14
Pepsico Inc,Altaba Inc,Ebay Inc,Privacy Breach,4
Jp Morgan Chase And Co,Hp Inc,Plantronics Inc /Ca/,Anti-Trust Violation,4
Pepsico Inc,Jp Morgan Chase And Co,Linkedin Corp,Hack,10
Alphabet Inc,Ebay Inc,Paypal Holdings,Regulatory Investigation,48
Pepsico Inc,Celgene Corp,Acceleron Pharma Inc,Clinical Trial,45
Jp Morgan Chase And Co,Microsoft Corp,Apple Inc,Privacy Breach,3
Alphabet Inc,Maxlinear Inc,Silicon Motion Technology Corp,Accounting Fraud,3
Goldman Sachs Group Inc,Citigroup Inc,Mastercard Inc,Hack,18
Microsoft Corp,Linkedin Corp,Microsoft Corp,Cyber Breach,10
Microsoft Corp,Bank Of America Corp,Deutsche Bank,Sanctions,6
Alphabet Inc,Linkedin Corp,Apple Inc,Criminal Investigation,6
Verizon Communications Inc,Apple Inc,Sk Hynix Inc,Ransomware Attack,60
Alphabet Inc,Elanco Animal Health Inc,Kindred Biosciences,Accounting Fraud,4
Goldman Sachs Group Inc,Goodyear Tire And Rubber Co /Oh/,Cooper Tire And Rubber Co,Accounting Fraud,10
Microsoft Corp,Adobe Inc,Microsoft Corp,Hacking,6
Goldman Sachs Group Inc,Iqvia Holdings Inc  1,Icon Plc,Clinical Trial,9
Alphabet Inc,Potlatchdeltic Corp,Catchmark Timber Trust Inc,Corporate Misconduct,4
Pepsico Inc,Goodyear Tire And Rubber Co /Oh/,Cooper Tire And Rubber Co,Accounting Fraud,10
Goldman Sachs Group Inc,Thomson Reuters Corp,Ebay Inc,Hacking,6
Morgan Stanley International Holdings Inc,Thomson Reuters Corp,Ebay Inc,Hacking,12
Goldman Sachs Group Inc,Apple Inc,Ebay Inc,Hack,4
Microsoft Corp,Tyson Foods Inc,Sanderson Farms Inc,Criminal Investigation,35
Alphabet Inc,Enbridge Inc,Transcanada Corp,Sanctions,6
Pepsico Inc,Bank Of America Corp,Deutsche Bank,Hack,32
Pepsico Inc,Thomson Reuters Corp,Boeing Company,Ransomware Attack,4
Alphabet Inc,Old National Bancorp /In/,First Midwest Bancorp Inc,Anti-Trust Violation,40
Verizon Communications Inc,Fireeye Inc,Palo Alto Networks Inc,Ransomware Attack,3
Alphabet Inc,Nasdaq Inc,Citius Pharmaceuticals Inc,Clinical Trial,8
Goldman Sachs Group Inc,Alexion Pharmaceuticals Inc,Portola Pharmaceuticals Inc,Anti-Trust Violation,32
Verizon Communications Inc,Morgan Stanley International Holdings Inc,E Trade Financial Corp,Regulatory Investigation,3
Jp Morgan Chase And Co,Jones Lang Lasalle Inc,Hff Inc,Anti-Trust Violation,8
Jp Morgan Chase And Co,International Business Machines Corp,Google,Anti-Trust Violation,3
Verizon Communications Inc,Alexion Pharmaceuticals Inc,Portola Pharmaceuticals Inc,Anti-Trust Violation,32
Goldman Sachs Group Inc,Jones Lang Lasalle Inc,Hff Inc,Anti-Trust Violation,12
Pepsico Inc,Southwest Airlines Company,Boeing Company,Sanctions,12
Microsoft Corp,Apple Inc,Mcdonald'S Corp,Hack,7
Goldman Sachs Group Inc,Citigroup Inc,Symantec Corp,Hack,36
Pepsico Inc,Valeant Pharmaceuticals International Inc,Eyenovia Inc,Clinical Trial,5
Morgan Stanley International Holdings Inc,Akcea Therapeutics Inc,Ionis Pharmaceuticals Inc,Anti-Trust Violation,4
Verizon Communications Inc,Nasdaq Inc,Tetraphase Pharmaceuticals Inc,Clinical Trial,3
Verizon Communications Inc,Equifax Inc,International Business Machines Corp,Bank Fraud,8
Pepsico Inc,Jp Morgan Chase And Co,Mastercard Inc,Hacking,10
Alphabet Inc,Netflix Inc,Paypal Holdings,Ddos Attack,10
Pepsico Inc,Nasdaq Inc,Mylan Nv,Clinical Trial,6
Alphabet Inc,Fedex Corp,Boeing Company,Hacking,3
Verizon Communications Inc,Activision Blizzard,Microsoft Corp,Anti-Trust Violation,4
Jp Morgan Chase And Co,Pfizer Inc,Astrazeneca Plc,Class-Action Lawsuit,3
Alphabet Inc,Incyte Corp,Macrogenics Inc,Clinical Trial,28
Jp Morgan Chase And Co,Gw Pharmaceuticals,Jazz Pharmaceuticals Plc,Clinical Trial,3
Microsoft Corp,Merck And Co Inc,Pfenex Inc,Clinical Trial,5
Morgan Stanley International Holdings Inc,Microsoft Corp,Godaddy Inc,Ransomware Attack,4
Jp Morgan Chase And Co,Atandt Inc,Discovery Comm Inc,Accounting Fraud,12
Goldman Sachs Group Inc,Discovery Comm Inc,Warner Media Llc,Anti-Trust Violation,24
Alphabet Inc,Google,Yandex Nv,Cyber Breach,4
Pepsico Inc,Intercontinental Exchange,Palo Alto Networks Inc,Hack,6
Morgan Stanley International Holdings Inc,Intercontinental Exchange,Zayo Group Holdings Inc,Corporate Misconduct,8
Goldman Sachs Group Inc,Allergan Plc,Warner Chilcott Plc,Clinical Trial,312
Alphabet Inc,United Community Banks Inc,Reliant Bancorp Inc,Accounting Fraud,16
Microsoft Corp,Verizon Communications Inc,Moodys Corp /De/,Hack,4
Jp Morgan Chase And Co,Thomson Reuters Corp,Eurofins Scientific Group,Hacking,3
Jp Morgan Chase And Co,Danaher Corp,Cepheid,Sanctions,16
Verizon Communications Inc,Eidos Therapeutics Inc,Bridgebio Pharma Llc,Accounting Fraud,8
Morgan Stanley International Holdings Inc,Visa Inc,Amex Global Holdings Cv,Class-Action Lawsuit,3
Pepsico Inc,Atandt Inc,T-Mobile Us,Wire Fraud,9
Goldman Sachs Group Inc,Biogen Inc,Ionis Pharmaceuticals Inc,Clinical Trial,6
Jp Morgan Chase And Co,Ciena Corp,Infinera Corp,Sanctions,21
Goldman Sachs Group Inc,Jp Morgan Chase And Co,Nomura Holdings Inc,Sanctions,6
Alphabet Inc,Ebay Inc,Mastercard Inc,Hack,28
Goldman Sachs Group Inc,Cbs Corp,Altaba Inc,Hacking,12
Pepsico Inc,Nasdaq Inc,United Therapeutics Corp,Clinical Trial,7
Goldman Sachs Group Inc,Sandp Global Inc,Ihs Markit Ltd,Anti-Trust Violation,15
Alphabet Inc,Amazon Com Inc,Walmart Inc,Clinical Trial,4
Microsoft Corp,Sunrun Inc,Vivint Solar Inc,Class-Action Lawsuit,24
Jp Morgan Chase And Co,Capital One Financial Corp,Anthem Inc,Wire Fraud,4
Verizon Communications Inc,Ventas Inc,New Senior Investment Group Inc,Accounting Fraud,5
Pepsico Inc,Wsfs Financial Corp,Bryn Mawr Bank Corp,Anti-Trust Violation,20
Morgan Stanley International Holdings Inc,Morgan Stanley International Holdings Inc,Wells Fargo And Company,Bank Fraud,12
Alphabet Inc,Jp Morgan Chase And Co,Chase Corp,Class-Action Lawsuit,30
Morgan Stanley International Holdings Inc,Global Payments Inc,Equifax Inc,Hacking,6
Morgan Stanley International Holdings Inc,Chase Corp,Jp Morgan Chase And Co,Class-Action Lawsuit,15
Jp Morgan Chase And Co,Bristol-Myers Squibb Company,Astrazeneca Plc,Ransomware Attack,24
Jp Morgan Chase And Co,United Technologies Corp,Rockwell Collins Inc,Sanctions,14
Morgan Stanley International Holdings Inc,International Business Machines Corp,Oracle Corp,Clinical Trial,5
Jp Morgan Chase And Co,Intercontinental Exchange,Kirby Corp,Corporate Misconduct,8
Alphabet Inc,Amazon Com Inc,Wells Fargo And Company,Ddos Attack,46
Alphabet Inc,Xperi Corp,Tivo Corp,Anti-Trust Violation,20
Pepsico Inc,Xperi Corp,Tivo Corp,Accounting Fraud,12
Verizon Communications Inc,Synaptics Inc,Dsp Group Inc /De/,Accounting Fraud,4
Microsoft Corp,Paypal Holdings,Google,Cyber Breach,4
Goldman Sachs Group Inc,Ebay Inc,Paypal Holdings,Cyber Breach,48
Pepsico Inc,Nasdaq Inc,Advanced Micro Devices Inc,Corporate Misconduct,9
Alphabet Inc,Ebay Inc,Paypal Holdings,Bank Fraud,48
Morgan Stanley International Holdings Inc,Intercontinental Exchange,New York Times Co,Ransomware Attack,6
Goldman Sachs Group Inc,Citigroup Inc,Jp Morgan Chase And Co,Cyber Breach,8
Verizon Communications Inc,Brigham Minerals Inc,Osprey Energy Acquisition Corp,Anti-Trust Violation,4
Alphabet Inc,Avangrid Inc,Pnm Resources Inc,Accounting Fraud,12
Alphabet Inc,Amazon Com Inc,Nike Inc,Hack,40
Goldman Sachs Group Inc,Amazon Com Inc,Nike Inc,Hack,20
Goldman Sachs Group Inc,Aimmune Therapeutics Inc,Dbv Technologies Ads,Clinical Trial,36
Goldman Sachs Group Inc,Intercontinental Exchange,Bank Of New York Mellon Corp,Sanctions,10
Pepsico Inc,Federal National Mortgage Association,Federal Home Loan Mortgage Corp,Criminal Investigation,12
Alphabet Inc,Centene Corp,Health Net Inc,Criminal Investigation,18
Microsoft Corp,Simon Property Group Inc /De/,Taubman Centers,Anti-Trust Violation,6
Jp Morgan Chase And Co,Pfizer Inc,Cellectis Sa,Clinical Trial,6
Verizon Communications Inc,Aytu Bioscience Inc,Innovus Pharmaceuticals Inc,Clinical Trial,36
Pepsico Inc,Atandt Inc,Apple Inc,Hacking,3
Jp Morgan Chase And Co,Lyft Inc,Amazon Com Inc,Hacking,8
Verizon Communications Inc,Bank Of America Corp,Mandt Bank Corp,Criminal Investigation,8
Pepsico Inc,Endo International Plc,Biospecifics Technologies Corp,Anti-Trust Violation,36
Jp Morgan Chase And Co,Endo International Plc,Biospecifics Technologies Corp,Anti-Trust Violation,36
Goldman Sachs Group Inc,Intercontinental Exchange,Thomson Reuters Corp,Hacking,8
Microsoft Corp,Netflix Inc,New York Times Co,Criminal Investigation,4
Verizon Communications Inc,Intercontinental Exchange,Mcdonald'S Corp,Hacking,6
Pepsico Inc,General Electric Company,Boeing Company,Accounting Fraud,11
Jp Morgan Chase And Co,Raymond James Financial Inc,Tristate Capital Holdings Inc,Corporate Misconduct,90
Verizon Communications Inc,Apple Inc,Intel Corp,Legal Dispute,296
Alphabet Inc,Intercontinental Exchange,Agco Corp,Sanctions,8
Jp Morgan Chase And Co,Intercontinental Exchange,Nasdaq Inc,Accounting Fraud,140
Pepsico Inc,Apple Inc,Ericsson Inc,Sanctions,88
Alphabet Inc,Twitter Inc,Thomson Reuters Corp,Sanctions,12474
Alphabet Inc,Amazon Com Inc,Cbs Corp,Civil Lawsuit,12
Alphabet Inc,Twitter Inc,Moodys Corp /De/,Sanctions,3
Verizon Communications Inc,Facebook Inc,Anthem Inc,Wire Fraud,7
Alphabet Inc,Verizon Communications Inc,Anthem Inc,Hack,62
Microsoft Corp,Hewlett Packard Enterprise Comp,Thomson Reuters Corp,Hacking,84
Alphabet Inc,Linkedin Corp,Paypal Holdings,Hack,119
Alphabet Inc,Twitter Inc,Microsoft Corp,Hacking,140
Morgan Stanley International Holdings Inc,Microsoft Corp,Google,Hack,599
Verizon Communications Inc,Pfizer Inc,Novartis Ag,Clinical Trial,23
Microsoft Corp,Xerox Corp,Fujifilm Holdings Corp,Legal Dispute,70
Pepsico Inc,Xerox Corp,Fujifilm Holdings Corp,Legal Dispute,70
Microsoft Corp,Facebook Inc,Radware Ltd,Ddos Attack,10
Jp Morgan Chase And Co,Anthem Inc,Express Scripts Holding Co,Wire Fraud,80
Verizon Communications Inc,Anthem Inc,Express Scripts Holding Co,Ransomware Attack,536
Pepsico Inc,Apple Inc,Dell Inc,Sanctions,62
Pepsico Inc,Twitter Inc,Apple Inc,Sanctions,200
Alphabet Inc,Sirius Xm Holdings Inc,Pandora Media Inc,Anti-Trust Violation,22
Alphabet Inc,Nasdaq Inc,Td Ameritrade Holding Corp,Accounting Fraud,6
Jp Morgan Chase And Co,Wells Fargo And Company,Bank Of America Corp,Hacking,43
Alphabet Inc,Tesla Inc,Twitter Inc,Hack,956
Jp Morgan Chase And Co,Holly Energy Partners Lp,Hollyfrontier Corp,Corporate Misconduct,18
Microsoft Corp,Hollyfrontier Corp,Holly Energy Partners Lp,Corporate Misconduct,36
Jp Morgan Chase And Co,Cbs Corp,Getty Images Inc,Civil Lawsuit,8
Microsoft Corp,Leap Therapeutics Inc,Beigene Ltd,Clinical Trial,98
Pepsico Inc,Bank Of America Corp,Wells Fargo And Company,Hacking,43
Pepsico Inc,Arch Capital Group Ltd,Watford Holdings Ltd,Corporate Misconduct,42
Morgan Stanley International Holdings Inc,Cbtx Inc,Allegiance Bancshares Inc,Corporate Misconduct,15
Pepsico Inc,Facebook Inc,Microsoft Corp,Sanctions,324
Jp Morgan Chase And Co,Amgen Inc,Chemocentryx Inc,Anti-Trust Violation,4
Jp Morgan Chase And Co,Prologis Inc,Duke Realty Corp,Corporate Misconduct,12
Goldman Sachs Group Inc,Alphabet Inc,Google,Sanctions,1152
Goldman Sachs Group Inc,General Motors Limited,Fiat Chrysler Automobiles Nv,Hack,32
Morgan Stanley International Holdings Inc,Paypal Holdings,Altaba Inc,Bank Fraud,6
Jp Morgan Chase And Co,Facebook Inc,Netflix Inc,Hacking,89
Jp Morgan Chase And Co,Halliburton Company,Baker Hughes A Ge Co,Sanctions,92
Microsoft Corp,Amex Global Holdings Cv,Mastercard Inc,Sanctions,640
Microsoft Corp,Intercontinental Exchange,Velocity Financial Inc,Corporate Misconduct,6
Alphabet Inc,Nasdaq Inc,Tesla Inc,Hack,26
Alphabet Inc,Nasdaq Inc,Atlas Air Worldwide Holdings Inc,Legal Dispute,4
Alphabet Inc,Adesto Technologies Corp,Dialog Semicon Ord,Accounting Fraud,3
Verizon Communications Inc,Facebook Inc,Google,Hack,5289
Pepsico Inc,Principal Financial Group Inc,Performance Food Group Co,Regulatory Investigation,14
Goldman Sachs Group Inc,Performance Food Group Co,Principal Financial Group Inc,Regulatory Investigation,8
Verizon Communications Inc,Altaba Inc,Google,Hack,753
Verizon Communications Inc,Navistar International Corp,Volkswagen Truck And Bus Gmbh,Corporate Misconduct,25
Microsoft Corp,Nasdaq Inc,Terraform Power Inc,Anti-Trust Violation,4
Goldman Sachs Group Inc,Square Inc,Twitter Inc,Hacking,14
Alphabet Inc,Google,Facebook Inc,Ddos Attack,17
Morgan Stanley International Holdings Inc,Facebook Inc,Sonoma Pharmaceuticals Inc,Class-Action Lawsuit,4
Morgan Stanley International Holdings Inc,Intercontinental Exchange,Jernigan Capital Inc,Corporate Misconduct,4
Verizon Communications Inc,Gilead Sciences Inc,Galapagos Nv,Clinical Trial,702
Jp Morgan Chase And Co,Nasdaq Inc,Bluebird Bio,Clinical Trial,20
Pepsico Inc,Microsoft Corp,Linkedin Corp,Hacking,96
Goldman Sachs Group Inc,Marriott International Inc /Md/,Capital One Financial Corp,Hacking,32
Verizon Communications Inc,Twitter Inc,Microsoft Corp,Ransomware Attack,1025
Pepsico Inc,Modernatx Inc,Astrazeneca Plc,Clinical Trial,139
Microsoft Corp,Netflix Inc,Sony Corp,Ddos Attack,5
Microsoft Corp,Voyager Therapeutics Inc,Neurocrine Biosciences Inc,Clinical Trial,924
Microsoft Corp,Nasdaq Inc,Bluebird Bio,Clinical Trial,20
Pepsico Inc,Nasdaq Inc,Foamix Pharmaceuticals Ltd,Anti-Trust Violation,4
Pepsico Inc,Google,Linkedin Corp,Cyber Breach,12
Pepsico Inc,Equifax Inc,Amazon Com Inc,Hacking,74
Microsoft Corp,Google,Marriott International Inc /Md/,Hack,46
Alphabet Inc,Jp Morgan Chase And Co,Bank Of America Corp,Sanctions,18
Verizon Communications Inc,Facebook Inc,Mastercard Inc,Hacking,18
Goldman Sachs Group Inc,Altra Industrial Motion Corp,Regal Beloit Corp,Corporate Misconduct,18
Goldman Sachs Group Inc,Uber Technologies Inc,Facebook Inc,Hacking,130
Goldman Sachs Group Inc,Microsoft Corp,Apple Inc,Hack,561
Microsoft Corp,Amazon Com Inc,Walmart Inc,Class-Action Lawsuit,6
Jp Morgan Chase And Co,Seattle Genetics Inc,Astellas Pharma Inc,Clinical Trial,756
Alphabet Inc,Ncr Corp,Cardtronics Plc,Corporate Misconduct,20
Verizon Communications Inc,Facebook Inc,Zynga Inc,Privacy Breach,25
Alphabet Inc,Apple Inc,Samsung Electronics Gmbh,Wire Fraud,26
Pepsico Inc,Twitter Inc,Google,Cyber Breach,76
Goldman Sachs Group Inc,Google,Twitter Inc,Ransomware Attack,124
Verizon Communications Inc,Apple Inc,Guess Inc,Ransomware Attack,3
Goldman Sachs Group Inc,Intel Corp,Analog Devices Sas,Sanctions,55
Morgan Stanley International Holdings Inc,Twitter Inc,Royal Mail Plc,Sanctions,3
Microsoft Corp,Symantec Corp,Proofpoint Inc,Ransomware Attack,230
Verizon Communications Inc,Pepsico Inc,Starbucks Corp,Sanctions,553
Alphabet Inc,Google,International Business Machines Corp,Clinical Trial,11
Jp Morgan Chase And Co,Spirit Airlines Inc,Frontier Airlines Holdings Inc,Corporate Misconduct,12
Microsoft Corp,Barclays Plc,Quad/Graphics,Wire Fraud,32
Verizon Communications Inc,Facebook Inc,Alphabet Inc,Sanctions,376
Verizon Communications Inc,Visa Inc,Mastercard Inc,Cyber Breach,40
Microsoft Corp,Amazon Com Inc,Capital One Financial Corp,Wire Fraud,116
Goldman Sachs Group Inc,Parsley Energy,Jagged Peak Energy Inc,Anti-Trust Violation,20
Goldman Sachs Group Inc,Marriott International Inc /Md/,Capital One Financial Corp,Ransomware Attack,55
Morgan Stanley International Holdings Inc,Twitter Inc,Google,Clinical Trial,11
Jp Morgan Chase And Co,International Business Machines Corp,Twitter Inc,Clinical Trial,11
Alphabet Inc,Gci Liberty Inc,Liberty Broadband Corp,Corporate Misconduct,11
Pepsico Inc,Intercontinental Exchange,Waste Management Inc,Accounting Fraud,4
Alphabet Inc,Nvidia Corp,Stmicroelectronics Nv,Sanctions,10
Pepsico Inc,Intercontinental Exchange,Waste Management Inc,Anti-Trust Violation,8
Microsoft Corp,Google,New York Times Co,Wire Fraud,3
Microsoft Corp,Apple Inc,Nokia Corp,Sanctions,264
Alphabet Inc,Nasdaq Inc,Neurocrine Biosciences Inc,Clinical Trial,10
Microsoft Corp,Equifax Inc,Quest Diagnostics Inc,Hacking,38
Morgan Stanley International Holdings Inc,T-Mobile Us,Atandt Inc,Hacking,4
Verizon Communications Inc,Intercontinental Exchange,Wells Fargo And Company,Regulatory Investigation,6
Jp Morgan Chase And Co,Intercontinental Exchange,Global Payments Inc,Anti-Trust Violation,4
Morgan Stanley International Holdings Inc,Medtronic Public Limited Company,Johnson And Johnson Services Inc,Ransomware Attack,8
Microsoft Corp,Broadcom Ltd,Symantec Corp,Regulatory Investigation,8
Goldman Sachs Group Inc,Gartner Inc,Oracle Corp,Clinical Trial,36
Alphabet Inc,Thomson Reuters Corp,Norsk Hydro Asa Ord,Ransomware Attack,42
Microsoft Corp,Google,Facebook Inc,Anti-Trust Violation,8
Alphabet Inc,Twitter Inc,Facebook Inc,Anti-Trust Violation,12
Pepsico Inc,Cadence Bancorporation,Bancorpsouth Inc,Anti-Trust Violation,8
Verizon Communications Inc,Chase Corp,Jp Morgan Chase And Co,Privacy Breach,5
Verizon Communications Inc,Chase Corp,Jp Morgan Chase And Co,Ransomware Attack,38
Alphabet Inc,Nasdaq Inc,Facebook Inc,Criminal Investigation,6
Alphabet Inc,Twitter Inc,Shopify Inc,Hack,120
Verizon Communications Inc,Apple Inc,Tesla Inc,Class-Action Lawsuit,8
Pepsico Inc,Stryker Corp,Zimmer Biomet Holdings,Ransomware Attack,16
Verizon Communications Inc,Alexion Pharmaceuticals Inc,Astrazeneca Plc,Corporate Misconduct,14
Verizon Communications Inc,Cisco Systems Inc,Fireeye Inc,Hack,12
Microsoft Corp,Boeing Company,United Technologies Corp,Sanctions,599
